Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Changes in Greenland’s peripheral glaciers linked to the North Atlantic Oscillation,https://www.nature.com/articles/s41558-017-0029-1,nature_articles/images_2017/Changes in Greenland_s peripheral glaciers linked to the North Atlantic Oscillation.jpg,"Combining historical aerial surveys, expedition photographs, and both spy and modern satellite imagery reveals a pronounced retreat of peripheral glaciers in east and west Greenland, linked to changes in precipitation associated with the NAO.","A. A. Bjørk, S. Aagaard, K. H. Kjær",No publication date,Letter,"Glaciers and ice caps peripheral to the main Greenland Ice Sheet contribute markedly to sea-level rise1,2,3. Their changes and variability, however, have been difficult to quantify on multi-decadal timescales due to an absence of long-term data4. Here, using historical aerial surveys, expedition photographs, spy satellite imagery and new remote-sensing products, we map glacier length fluctuations of approximately 350 peripheral glaciers and ice caps in East and West Greenland since 1890. Peripheral glaciers are found to have recently undergone a widespread and significant retreat at rates of 12.2 m per year and 16.6 m per year in East and West Greenland, respectively; these changes are exceeded in severity only by the early twentieth century post-Little-Ice-Age retreat. Regional changes in ice volume, as reflected by glacier length, are further shown to be related to changes in precipitation associated with the North Atlantic Oscillation (NAO), with a distinct east–west asymmetry; positive phases of the NAO increase accumulation, and thereby glacier growth, in the eastern periphery, whereas opposite effects are observed in the western periphery. Thus, with projected trends towards positive NAO in the future5,6, eastern peripheral glaciers may remain relatively stable, while western peripheral glaciers will continue to diminish."
Recent wind-driven change in Subantarctic Mode Water and its impact on ocean heat storage,https://www.nature.com/articles/s41558-017-0022-8,nature_articles/images_2017/Recent wind-driven change in Subantarctic Mode Water and its impact on ocean heat storage.jpg,"The subduction of Subantarctic Mode Water (SAMW) moves heat into the upper ocean. Changes in wind forcing has thickened, deepened and warmed SAMW; increases in wind forcing could further deepen this water mass, increasing ocean heat content.","Libao Gao, Stephen R. Rintoul, Weidong Yu",No publication date,Letter,"The subduction and export of Subantarctic Mode Water (SAMW) supplies the upper limb of the overturning circulation and makes an important contribution to global heat, freshwater, carbon and nutrient budgets1,2,3,4,5. Upper ocean heat content has increased since 2006, helping to explain the so-called global warming hiatus between 1998 and 2014, with much of the ocean warming concentrated in extratropical latitudes of the Southern Hemisphere in close association with SAMW and Antarctic Intermediate Water (AAIW)6,7. Here we use Argo observations to assess changes in the thickness, depth and heat content of the SAMW layer. Between 2005 and 2015, SAMW has thickened (3.6 ± 0.3 m yr−1), deepened (2.4 ± 0.2 m yr−1) and warmed (3.9 ± 0.3 W m−2). Wind forcing, rather than buoyancy forcing, is largely responsible for the observed trends in SAMW. Most (84%) of the increase in SAMW heat content is the result of changes in thickness; warming by buoyancy forcing (increased heat flux to the ocean) accounts for the remaining 16%. Projected increases in wind stress curl would drive further deepening of SAMW and increase in heat storage in the Southern Hemisphere oceans."
Reduced feeding activity of soil detritivores under warmer and drier conditions,https://www.nature.com/articles/s41558-017-0032-6,nature_articles/images_2017/Reduced feeding activity of soil detritivores under warmer and drier conditions.jpg,"Climate change is predicted to increase soil carbon losses. However, manipulation experiments suggest detritivore feeding activity — a key driver of organic matter decomposition — will decline with warming and drying, reducing positive soil feedbacks.","Madhav P. Thakur, Peter B. Reich, Nico Eisenhauer",No publication date,Letter,"Anthropogenic warming is projected to trigger positive feedbacks to climate by enhancing carbon losses from the soil1. While such losses are, in part, due to increased decomposition of organic matter by invertebrate detritivores, it is unknown how detritivore feeding activity will change with warming2, especially under drought conditions. Here, using four-year manipulation experiments in two North American boreal forests, we investigate how temperature (ambient, ambient + 1.7 °C and ambient + 3.4 °C) and rainfall (ambient and –40% of the summer precipitation) perturbations influence detritivore feeding activity. In contrast to general expectations1,3, warming had negligible net effects on detritivore feeding activity at ambient precipitation. However, when combined with precipitation reductions, warming decreased feeding activity by ~14%. Across all plots and dates, detritivore feeding activity was positively associated with bulk soil microbial respiration. These results suggest slower rates of decomposition of soil organic matter and thus reduced positive feedbacks to climate under anthropogenic climate change."
Incentives for small clubs of Arctic countries to limit black carbon and methane emissions,https://www.nature.com/articles/s41558-017-0030-8,nature_articles/images_2017/Incentives for small clubs of Arctic countries to limit black carbon and methane emissions.jpg,"Global cooperation is required to address climate change. In the Arctic region, the abatement of black carbon can be achieved by countries taking self-interested action, whereas methane abatement requires more cooperation due to its diffuse geographical impacts.","Stine Aakre, Steffen Kallbekken, David G. Victor",No publication date,Article,"Although addressing climate change will ultimately require global cooperation, substantial progress may be achieved through small clubs of countries, where it is easier to forge and implement deals needed for policy coordination. Here we quantify the gains from cooperation in the Arctic region and find that nearly 90% of the potential for abating black carbon can be reached by countries acting in self-interest alone because soot, the main source of black carbon, causes severe harm to human health along with warming. Abating methane, by contrast, requires more cooperation because impacts are more diffused geographically. Well-designed clubs with as few as four members can realize more than 80% of the full group cooperation potential for reducing these pollutants. The pivotal player in every effective club is Russia—most other members of the Arctic Council, the institution most focused on advancing the collective interests of the region, offer little leverage on the problems at hand."
The far reach of ice-shelf thinning in Antarctica,https://www.nature.com/articles/s41558-017-0020-x,nature_articles/images_2017/The far reach of ice-shelf thinning in Antarctica.jpg,"Ice loss from Antarctica is sensitive to changes in ice shelves. Finite-element modelling reveals that localized ice-shelf thinning, particularly in locations vulnerable to warm water intrusion, can have far-reaching impacts via tele-buttressing.","R. Reese, G. H. Gudmundsson, R. Winkelmann",No publication date,Letter,"Floating ice shelves, which fringe most of Antarctica’s coastline, regulate ice flow into the Southern Ocean1,2,3. Their thinning4,5,6,7or disintegration8,9can cause upstream acceleration of grounded ice and raise global sea levels. So far the effect has not been quantified in a comprehensive and spatially explicit manner. Here, using a finite-element model, we diagnose the immediate, continent-wide flux response to different spatial patterns of ice-shelf mass loss. We show that highly localized ice-shelf thinning can reach across the entire shelf and accelerate ice flow in regions far from the initial perturbation. As an example, this ‘tele-buttressing’ enhances outflow from Bindschadler Ice Stream in response to thinning near Ross Island more than 900 km away. We further find that the integrated flux response across all grounding lines is highly dependent on the location of imposed changes: the strongest response is caused not only near ice streams and ice rises, but also by thinning, for instance, well-within the Filchner–Ronne and Ross Ice Shelves. The most critical regions in all major ice shelves are often located in regions easily accessible to the intrusion of warm ocean waters10,11,12, stressing Antarctica’s vulnerability to changes in its surrounding ocean."
Global variation in the cost of increasing ecosystem carbon,https://www.nature.com/articles/s41558-017-0015-7,nature_articles/images_2017/Global variation in the cost of increasing ecosystem carbon.jpg,The cost of preserving ecosystem storage of carbon varies depending on local land-use and socio-political pressures. A survey of experts suggests a cost-minimizing distribution would be more effective for mitigation than equitable distribution.,"Markku Larjavaara, Markku Kanninen, Sven Wunder",No publication date,Letter,"Slowing the reduction, or increasing the accumulation, of organic carbon stored in biomass and soils has been suggested as a potentially rapid and cost-effective method to reduce the rate of atmospheric carbon increase1. The costs of mitigating climate change by increasing ecosystem carbon relative to the baseline or business-as-usual scenario has been quantified in numerous studies, but results have been contradictory, as both methodological issues and substance differences cause variability2. Here we show, based on 77 standardized face-to-face interviews of local experts with the best possible knowledge of local land-use economics and sociopolitical context in ten landscapes around the globe, that the estimated cost of increasing ecosystem carbon varied vastly and was perceived to be 16–27 times cheaper in two Indonesian landscapes dominated by peatlands compared with the average of the eight other landscapes. Hence, if reducing emissions from deforestation and forest degradation (REDD+) and other land-use mitigation efforts are to be distributed evenly across forested countries, for example, for the sake of international equity, their overall effectiveness would be dramatically lower than for a cost-minimizing distribution."
Deep oceans may acidify faster than anticipated due to global warming,https://www.nature.com/articles/s41558-017-0003-y,nature_articles/images_2017/Deep oceans may acidify faster than anticipated due to global warming.jpg,"Changes in deep-water ventilation could potentially cause acidification from organic matter breakdown. The Sea of Japan has an acidification rate 27% higher at depth than at the surface, showing how reduced ventilation from warming could impact the deep ocean.","Chen-Tung Arthur Chen, Hon-Kit Lui, Gwo-Ching Gong",No publication date,Letter,"Oceans worldwide are undergoing acidification due to the penetration of anthropogenic CO2from the atmosphere1,2,3,4. The rate of acidification generally diminishes with increasing depth. Yet, slowing down of the thermohaline circulation due to global warming could reduce the pH in the deep oceans, as more organic material would decompose with a longer residence time. To elucidate this process, a time-series study at a climatically sensitive region with sufficient duration and resolution is needed. Here we show that deep waters in the Sea of Japan are undergoing reduced ventilation, reducing the pH of seawater. As a result, the acidification rate near the bottom of the Sea of Japan is 27% higher than the rate at the surface, which is the same as that predicted assuming an air–sea CO2equilibrium. This reduced ventilation may be due to global warming and, as an oceanic microcosm with its own deep- and bottom-water formations, the Sea of Japan provides an insight into how future warming might alter the deep-ocean acidification."
A pan-tropical cascade of fire driven by El Niño/Southern Oscillation,https://www.nature.com/articles/s41558-017-0014-8,nature_articles/images_2017/A pan-tropical cascade of fire driven by El Niño_Southern Oscillation.jpg,Reductions in precipitation and water storage increased fire emissions in pan-tropical forests by 133% during and following El Niño events (1997–2016). Fires follow a predictable cascade across tropical continents that may improve seasonal fire forecasts.,"Yang Chen, Douglas C. Morton, James T. Randerson",No publication date,Letter,"The El Niño/Southern Oscillation (ENSO) has a pronounced influence on year-to-year variations in climate1. The response of fires to this forcing2is complex and has not been evaluated systematically across different continents. Here we use satellite data to create a climatology of burned-area and fire-emissions responses, drawing on six El Niño and six La Niña events during 1997–2016. On average, reductions in precipitation and terrestrial water storage increased fire emissions in pan-tropical forests by 133% during and following El Niño as compared with La Niña. Fires peaked in equatorial Asia early in the ENSO cycle when El Niño was strengthening (Aug–Oct), before moving to southeast Asia and northern South America (Jan–Apr), Central America (Mar–May) and the southern Amazon (Jul–Oct) during the following year. Large decreases in fire occurred across northern Australia during Sep–Oct of the second year from a reduced fuel availability. Satellite observations of aerosols and carbon monoxide provided independent confirmation of the spatiotemporal evolution of fire anomalies. The predictable cascade of fire across different tropical continents described here highlights an important time delay in the Earth system’s response to precipitation redistribution. These observations help to explain why the growth rate of atmospheric CO2increases during El Niño3and may contribute to improved seasonal fire forecasts."
Historical effects of CO2 and climate trends on global crop water demand,https://www.nature.com/articles/s41558-017-0011-y,nature_articles/images_2017/Historical effects of CO2 and climate trends on global crop water demand.jpg,"Climate and CO2 trends have driven significant changes in global crop water demand over the last 30 years but with variation by region and crop type. If trends continue, it could be a challenge for adaptation efforts to keep pace with water demand.","Daniel W. Urban, Justin Sheffield, David B. Lobell",No publication date,Letter,"A critical question for agricultural production and food security is how water demand for staple crops will respond to climate and carbon dioxide (CO2) changes1, especially in light of the expected increases in extreme heat exposure2. To quantify the trade-offs between the effects of climate and CO2on water demand, we use a ‘sink-strength’ model of demand3,4which relies on the vapour-pressure deficit (VPD), incident radiation and the efficiencies of canopy-radiation use and canopy transpiration; the latter two are both dependent on CO2. This model is applied to a global data set of gridded monthly weather data over the cropping regions of maize, soybean, wheat and rice during the years 1948–2013. We find that this approach agrees well with Penman–Monteith potential evapotranspiration (PM) for the C3 crops of soybean, wheat and rice, where the competing CO2effects largely cancel each other out, but that water demand in maize is significantly overstated by a demand measure that does not include CO2, such as the PM. We find the largest changes in wheat, for which water demand has increased since 1981 over 86% of the global cropping area and by 2.3–3.6 percentage points per decade in different regions."
Recently amplified arctic warming has contributed to a continual global warming trend,https://www.nature.com/articles/s41558-017-0009-5,nature_articles/images_2017/Recently amplified arctic warming has contributed to a continual global warming trend.jpg,The Arctic is under-represented in surface temperature datasets and this could affect estimates of global warming. A new dataset with greater coverage of the Arctic shows a higher warming rate of 0.112 °C per decade compared to 0.005 °C from IPCC AR5.,"Jianbin Huang, Xiangdong Zhang, Jiansong Zhang",No publication date,Letter,"The existence and magnitude of the recently suggested global warming hiatus, or slowdown, have been strongly debated1,2,3. Although various physical processes4,5,6,7,8have been examined to elucidate this phenomenon, the accuracy and completeness of observational data that comprise global average surface air temperature (SAT) datasets is a concern9,10. In particular, these datasets lack either complete geographic coverage or in situ observations over the Arctic, owing to the sparse observational network in this area9. As a consequence, the contribution of Arctic warming to global SAT changes may have been underestimated, leading to an uncertainty in the hiatus debate. Here, we constructed a new Arctic SAT dataset using the most recently updated global SATs2and a drifting buoys based Arctic SAT dataset11through employing the ‘data interpolating empirical orthogonal functions’ method12. Our estimate of global SAT rate of increase is around 0.112 °C per decade, instead of 0.05 °C per decade from IPCC AR51, for 1998–2012. Analysis of this dataset shows that the amplified Arctic warming over the past decade has significantly contributed to a continual global warming trend, rather than a hiatus or slowdown."
