Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Genetic diversity in caribou linked to past and future climate change,https://www.nature.com/articles/nclimate2074,nature_articles/images_2013/Genetic diversity in caribou linked to past and future climate change.jpg,"Caribou populations that have experienced a relatively stable climatic history have high genetic diversity and occur in regions where climate stability is expected to continue. These findings, based on analyses of molecular data, predicted species distributions and a diffusion model, provide insight into the role of past and future climate change in controlling species’ genetic structure and evolutionary potential.","Glenn Yannic, Loïc Pellissier, Steeve D. Côté",No publication date,Letter,"Climate-driven range fluctuations during the Pleistocene have continuously reshaped species distribution leading to populations of contrasting genetic diversity. Contemporary climate change is similarly influencing species distribution and population structure, with important consequences for patterns of genetic diversity and species’ evolutionary potential1. Yet few studies assess the impacts of global climatic changes on intraspecific genetic variation2,3,4,5. Here, combining analyses of molecular data with time series of predicted species distributions and a model of diffusion through time over the past 21 kyr, we unravel caribou response to past and future climate changes across its entire Holarctic distribution. We found that genetic diversity is geographically structured with two main caribou lineages, one originating from and confined to Northeastern America, the other originating from Euro-Beringia but also currently distributed in western North America. Regions that remained climatically stable over the past 21 kyr maintained a high genetic diversity and are also predicted to experience higher climatic stability under future climate change scenarios. Our interdisciplinary approach, combining genetic data and spatial analyses of climatic stability (applicable to virtually any taxon), represents a significant advance in inferring how climate shapes genetic diversity and impacts genetic structure."
Sensitivity of collective action to uncertainty about climate tipping points,https://www.nature.com/articles/nclimate2059,nature_articles/images_2013/Sensitivity of collective action to uncertainty about climate tipping points.jpg,"Studies about early warning signals of a climate tipping point suggest that collective action to avoid a catastrophe will only take place if uncertainty about the threshold for dangerous climate change is reduced. An experiment now finds that behaviour changes dramatically either side of a dividing line for this threshold uncertainty—when uncertainty is only slightly larger, catastrophe is not averted.","Scott Barrett, Astrid Dannenberg",No publication date,Letter,"Despite more than two decades of diplomatic effort, concentrations of greenhouse gases continue to trend upwards, creating the risk that we may someday cross a threshold for ‘dangerous’ climate change1,2,3. Although climate thresholds are very uncertain, new research is trying to devise ‘early warning signals’ of an approaching tipping point4,5,6,7,8,9,10,11. This research offers a tantalizing promise: whereas collective action fails when threshold uncertainty is large, reductions in this uncertainty may bring about the behavioural change needed to avert a climate ‘catastrophe’5. Here we present the results of an experiment, rooted in a game-theoretic model, showing that behaviour differs markedly either side of a dividing line for threshold uncertainty. On one side of the dividing line, where threshold uncertainty is relatively large, free riding proves irresistible and trust illusive, making it virtually inevitable that the tipping point will be crossed. On the other side, where threshold uncertainty is small, the incentive to coordinate is strong and trust more robust, often leading the players to avoid crossing the tipping point. Our results show that uncertainty must be reduced to this ‘good’ side of the dividing line to stimulate the behavioural shift needed to avoid ‘dangerous’ climate change."
Extreme summer weather in northern mid-latitudes linked to a vanishing cryosphere,https://www.nature.com/articles/nclimate2065,nature_articles/images_2013/Extreme summer weather in northern mid-latitudes linked to a vanishing cryosphere.jpg,"The Northern Hemisphere has seen record declines in the summer sea-ice and snow cover at high latitudes, as well as a recent increase in extreme summer events at mid latitudes. The connection between these has been unclear; however, changes in atmospheric circulation attributable to the reduced cryosphere are now shown to be linked to the summer extremes.","Qiuhong Tang, Xuejun Zhang, Jennifer A. Francis",No publication date,Letter,"The past decade has seen an exceptional number of unprecedented summer extreme weather events1,2,3,4in northern mid-latitudes, along with record declines in both summer Arctic sea ice5,6and snow cover on high-latitude land7. The underlying mechanisms that link the shrinking cryosphere with summer extreme weather, however, remain unclear8,9,10,11,12. Here, we combine satellite observations of early summer snow cover and summer sea-ice extent13with atmospheric reanalysis data14to demonstrate associations between summer weather patterns in mid-latitudes and losses of snow and sea ice. Results suggest that the atmospheric circulation responds differently to changes in the ice and snow extents, with a stronger response to sea-ice loss, even though its reduction is half as large as that for the snow cover. Atmospheric changes associated with the combined snow/ice reductions reveal widespread upper-level height increases, weaker upper-level zonal winds at high latitudes, a more amplified upper-level pattern, and a general northward shift in the jet stream. More frequent extreme summer heat events over mid-latitude continents are linked with reduced sea ice and snow through these circulation changes."
El Niño–La Niña cycle and recent trends in continental evaporation,https://www.nature.com/articles/nclimate2068,nature_articles/images_2013/El Niño_La Niña cycle and recent trends in continental evaporation.jpg,"Climate change is expected to strengthen the hydrological cycle but this is yet to be conclusively shown. Satellite observations are used to investigate changes in terrestrial evaporation, indicating increases at northern latitudes that are in line with expectations. However, global multidecadal variability is dominated by El Niño/Southern Oscillation cycles.","Diego G. Miralles, Martinus J. van den Berg, A. Johannes Dolman",No publication date,Letter,"The hydrological cycle is expected to intensify in response to global warming1,2,3. Yet, little unequivocal evidence of such an acceleration has been found on a global scale4,5,6. This holds in particular for terrestrial evaporation, the crucial return flow of water from land to atmosphere7. Here we use satellite observations to reveal that continental evaporation has increased in northern latitudes, at rates consistent with expectations derived from temperature trends. However, at the global scale, the dynamics of the El Niño/Southern Oscillation (ENSO) have dominated the multi-decadal variability. During El Niño, limitations in terrestrial moisture supply result in vegetation water stress and reduced evaporation in eastern and central Australia, southern Africa and eastern South America. The opposite situation occurs during La Niña. Our results suggest that recent multi-year declines in global average continental evaporation8,9reflect transitions to El Niño conditions, and are not the consequence of a persistent reorganization of the terrestrial water cycle. Future changes in continental evaporation will be determined by the response of ENSO to changes in global radiative forcing, which still remains highly uncertain10,11."
Mid-latitude westerlies as a driver of glacier variability in monsoonal High Asia,https://www.nature.com/articles/nclimate2055,nature_articles/images_2013/Mid-latitude westerlies as a driver of glacier variability in monsoonal High Asia.jpg,"The tropical monsoon is thought to play a key role in glacier change in High Asia. The mass balance of a glacier in the southern Tibetan Plateau is found to be due to May/June precipitation, which is controlled by mid-latitude climate and the tropical monsoon. Further attention should be paid to mid-latitude climate to understand glacier changes.","Thomas Mölg, Fabien Maussion, Dieter Scherer",No publication date,Article,
High Arctic wetting reduces permafrost carbon feedbacks to climate warming,https://www.nature.com/articles/nclimate2058,nature_articles/images_2013/High Arctic wetting reduces permafrost carbon feedbacks to climate warming.jpg,"The combination of climatic warming and wetting can increase the CO2 sink strength of High Arctic semi-deserts by an order of magnitude, according to a long-term climate manipulation experiment in northwest Greenland. These findings indicate that parts of the High Arctic have the potential to remain a strong carbon sink under future global warming.","M. Lupascu, J. M. Welker, C. I. Czimczik",No publication date,Letter,"The carbon (C) balance of permafrost regions is predicted to be extremely sensitive to climatic changes1,2,3. Major uncertainties exist in the rate of permafrost thaw and associated C emissions (33–508 Pg C or 0.04–1.69 °C by 2100; refs2,3) and plant C uptake. In the High Arctic, semi-deserts retain unique soil–plant–permafrost interactions4,5and heterogeneous soil C pools6(>12 Pg C; ref.7). Owing to its coastal proximity, marked changes are expected for High Arctic tundra8. With declining summer sea-ice cover9, these systems are simultaneously exposed to rising temperatures9, increases in precipitation10and permafrost degradation11. Here we show, using measurements of tundra–atmosphere C fluxes and soil C sources (14C) at a long-term climate change experiment in northwest Greenland, that warming decreased the summer CO2sink strength of semi-deserts by up to 55%. In contrast, warming combined with wetting increased the CO2sink strength by an order of magnitude. Further, wetting while relocating recently assimilated plant C into the deep soil decreased old C loss compared with the warming-only treatment. Consequently, the High Arctic has the potential to remain a strong C sink even as the rest of the permafrost region transitions to a net C source as a result of future global warming."
Resilience and signatures of tropicalization in protected reef fish communities,https://www.nature.com/articles/nclimate2062,nature_articles/images_2013/Resilience and signatures of tropicalization in protected reef fish communities.jpg,The marine environment is under threat from climate change. This study finds that marine reserves can maintain biodiversity and abundance of large-bodied individuals in a warming environment. They also protect against colonization by range-shifting species when compared with fished sites.,"Amanda E. Bates, Neville S. Barrett, Graham J. Edgar",No publication date,Letter,"Habitat reserves can promote ecological resilience to climate variability by supporting intact trophic webs and large-bodied individuals1,2,3. Protection may also alter community responses to long-term climate change by offering habitat for range-shifting species4. Here we analyse the species richness, diversity and functional traits of temperate reef fish communities over 20 years in a global warming hotspot and compare patterns in a marine reserve with nearby sites open to fishing. Species richness and diversity oscillated strongly on the decadal scale. Long-term warming signatures were also present as increasing functional trait richness and functional diversity, driven in part by a general increase in herbivores. Nevertheless, reserve sites were distinguished from fished sites by displaying: greater stability in some aspects of biodiversity; recovery of large-bodied temperate species; resistance to colonization by subtropical vagrants; and less pronounced increases in the community-averaged temperature affinity. We empirically demonstrate that protection from fishing has buffered fluctuations in biodiversity and provided resistance to the initial stages of tropicalization."
Continued global warming after CO2 emissions stoppage,https://www.nature.com/articles/nclimate2060,nature_articles/images_2013/Continued global warming after CO2 emissions stoppage.jpg,"Stopping anthropogenic carbon emissions will not result in a sudden decrease in temperature. Earth system models are used to show that there may be an increase in warming after an initial decrease. This is a result of feedbacks from decreased ocean heat uptake, which exceed the cooling from decreased atmospheric CO2.","Thomas Lukas Frölicher, Michael Winton, Jorge Louis Sarmiento",No publication date,Letter,"Recent studies have suggested that global mean surface temperature would remain approximately constant on multi-century timescales after CO2emissions1,2,3,4,5,6,7,8,9are stopped. Here we use Earth system model simulations of such a stoppage to demonstrate that in some models, surface temperature may actually increase on multi-century timescales after an initial century-long decrease. This occurs in spite of a decline in radiative forcing that exceeds the decline in ocean heat uptake—a circumstance that would otherwise be expected to lead to a decline in global temperature. The reason is that the warming effect of decreasing ocean heat uptake together with feedback effects arising in response to the geographic structure of ocean heat uptake10,11,12overcompensates the cooling effect of decreasing atmospheric CO2on multi-century timescales. Our study also reveals that equilibrium climate sensitivity estimates based on a widely used method of regressing the Earth’s energy imbalance against surface temperature change13,14are biased. Uncertainty in the magnitude of the feedback effects associated with the magnitude and geographic distribution of ocean heat uptake therefore contributes substantially to the uncertainty in allowable carbon emissions for a given multi-century warming target."
Robust spatially aggregated projections of climate extremes,https://www.nature.com/articles/nclimate2051,nature_articles/images_2013/Robust spatially aggregated projections of climate extremes.jpg,"There are large uncertainties associated with the projection of climate extremes. This study shows that the uncertainties are mainly due to internal climate variability. However, model projections are consistent when averaged across regions, allowing robust projection of future extremes.","E. M. Fischer, U. Beyerle, R. Knutti",No publication date,Letter,"Many climatic extremes are changing1,2,3,4,5, and decision-makers express a strong need for reliable information on further changes over the coming decades as a basis for adaptation strategies. Here, we demonstrate that for extremes stakeholders will have to deal with large irreducible uncertainties on local to regional scales as a result of internal variability, even if climate models improve rapidly. A multimember initial condition ensemble carried out with an Earth system model shows that trends towards more intense hot and less intense cold extremes may be masked or even reversed locally for the coming three to five decades even if greenhouse gas emissions rapidly increase. Likewise, despite a long-term trend towards more intense precipitation and longer dry spells, multidecadal trends of opposite sign cannot be excluded over many land points. However, extremes may dramatically change at a rate much larger than anticipated from the long-term signal. Despite these large irreducible uncertainties on the local scale, projections are remarkably consistent from an aggregated spatial probability perspective. Models agree that within only three decades about half of the land fraction will see significantly more intense hot extremes. We show that even in the short term the land fraction experiencing more intense precipitation events is larger than expected from internal variability. The proposed perspective yields valuable information for decision-makers and stakeholders at the international level."
Partial offsets in ocean acidification from changing coral reef biogeochemistry,https://www.nature.com/articles/nclimate2050,nature_articles/images_2013/Partial offsets in ocean acidification from changing coral reef biogeochemistry.jpg,The water chemistry in reef systems can be significantly different from that of the open ocean. Now research based on observations from Bermuda shows that the responses of coral reef communities to ocean acidification could partially offset changes in seawater pH and aragonite saturation.,"Andreas J. Andersson, Kiley L. Yeakel, Samantha J. de Putron",No publication date,Letter,"Concerns have been raised about how coral reefs will be affected by ocean acidification1,2, but projections of future seawater CO2chemistry have focused solely on changes in the pH and aragonite saturation state (Ωa) of open-ocean surface seawater conditions surrounding coral reefs1,2,3,4rather than the reef systems themselves. The seawater CO2chemistry within heterogeneous reef systems can be significantly different from that of the open ocean depending on the residence time, community composition and the main biogeochemical processes occurring on the reef, that is, net ecosystem production (NEP = gross primary production − autotrophic and heterotrophic respiration) and net ecosystem calcification (NEC = gross calcification − gross CaCO3dissolution), which combined act to modify seawater chemistry5,6,7. On the basis of observations from the Bermuda coral reef, we show that a range of projected biogeochemical responses of coral reef communities to ocean acidification by the end of this century could partially offset changes in seawater pH andΩaby an average of 12–24% and 15–31%, respectively."
