Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Reduced CO2 fertilization effect in temperate C3 grasslands under more extreme weather conditions,https://www.nature.com/articles/nclimate3191,nature_articles/images_2016/Reduced CO2 fertilization effect in temperate C3 grasslands under more extreme weather conditions.jpg,"A temperate grassland experiment shows that CO2 fertilization increases above-ground biomass most strongly under local average environmental conditions, but the effect is reduced or disappears under wetter, drier and/or hotter conditions.","W. A. Obermeier, L. W. Lehnert, J. Bendix",No publication date,Letter,"The increase in atmospheric greenhouse gas concentrations from anthropogenic activities is the major driver of recent global climate change1. The stimulation of plant photosynthesis due to rising atmospheric carbon dioxide concentrations ([CO2]) is widely assumed to increase the net primary productivity (NPP) of C3 plants—the CO2fertilization effect (CFE)1,2,3,4,5,6,7. However, the magnitude and persistence of the CFE under future climates, including more frequent weather extremes, are controversial1,2,3,8,9,10,11,12. Here we use data from 16 years of temperate grassland grown under ‘free-air carbon dioxide enrichment’ conditions to show that the CFE on above-ground biomass is strongest under local average environmental conditions. The observed CFE was reduced or disappeared under wetter, drier and/or hotter conditions when the forcing variable exceeded its intermediate regime. This is in contrast to predictions of an increased CO2fertilization effect under drier and warmer conditions13. Such extreme weather conditions are projected to occur more intensely and frequently under future climate scenarios1. Consequently, current biogeochemical models might overestimate the future NPP sink capacity of temperate C3 grasslands and hence underestimate future atmospheric [CO2] increase."
Projected increase in El Niño-driven tropical cyclone frequency in the Pacific,https://www.nature.com/articles/nclimate3181,nature_articles/images_2016/Projected increase in El Niño-driven tropical cyclone frequency in the Pacific.jpg,"The El Niño/Southern Oscillation influences tropical cyclone variability. Under climate change, cyclones around Pacific island nations are projected to increase in frequency during El Niño events and decrease during La Niña events.","Savin S. Chand, Kevin J. Tory, Kevin J. E. Walsh",No publication date,Letter,"The El Niño/Southern Oscillation (ENSO) drives substantial variability in tropical cyclone (TC) activity around the world1,2,3. However, it remains uncertain how the projected future changes in ENSO under greenhouse warming4,5,6,7,8will affect TC activity, apart from an expectation that the overall frequency of TCs is likely to decrease for most ocean basins9,10,11. Here we show robust changes in ENSO-driven variability in TC occurrence by the late twenty-first century. In particular, we show that TCs become more frequent (∼20–40%) during future-climate El Niño events compared with present-climate El Niño events—and less frequent during future-climate La Niña events—around a group of small island nations (for example, Fiji, Vanuatu, Marshall Islands and Hawaii) in the Pacific. We examine TCs across 20 models from the Coupled Model Intercomparison Project phase 5 database12, forced under historical and greenhouse warming conditions. The 12 most realistic models identified show a strong consensus on El Niño-driven changes in future-climate large-scale environmental conditions that modulate development of TCs over the off-equatorial western Pacific and the central North Pacific regions. These results have important implications for climate change and adaptation pathways for the vulnerable Pacific island nations."
Impacts of changing rainfall regime on the demography of tropical birds,https://www.nature.com/articles/nclimate3183,nature_articles/images_2016/Impacts of changing rainfall regime on the demography of tropical birds.jpg,Increasing dry season length in central Panama reduced population growth rates and viability in nearly one-third of the 20 tropical bird species investigated. Such changes are projected to alter tropical bird community structure in protected areas.,"Jeffrey D. Brawn, Thomas J. Benson, Corey E. Tarwater",No publication date,Letter,"Biodiversity in tropical regions is particularly high and may be highly sensitive to climate change1,2. Unfortunately, a lack of long-term data hampers understanding of how tropical species, especially animals, may react to projected environmental changes. The amount and timing of rainfall is key to the function of tropical ecosystems and, although specific model predictions differ3,4, there is general agreement that rainfall regimes will change over large areas of the tropics5,6. Here, we estimate associations between dry season length (DSL) and the population biology of 20 bird species sampled in central Panama over a 33-year period. Longer dry seasons decreased the population growth rates and viability of nearly one-third of the species sampled. Simulations with modest increases in DSL suggest that consistently longer dry seasons will change the structure of tropical bird communities. Such change may occur even without direct loss of habitat—a finding with fundamental implications for conservation planning. Systematic changes in rainfall regime may threaten some populations and communities of tropical animals even in large tracts of protected habitat. These findings suggest the need for collaboration between climate scientists and conservation biologists to identify areas where rainfall regimes will be able to plausibly maintain wildlife populations."
Equitable mitigation to achieve the Paris Agreement goals,https://www.nature.com/articles/nclimate3186,nature_articles/images_2016/Equitable mitigation to achieve the Paris Agreement goals.jpg,"Five equitable approaches to mitigation are investigated: the authors find that most developing countries are more ambitious than the average, whilst if developed nations and China adopted the average of the approaches the gap between INDCs and a 2 °C pathway would narrow.","Yann Robiou du Pont, M. Louise Jeffery, Malte Meinshausen",No publication date,Letter,"Benchmarks to guide countries in ratcheting-up ambition, climate finance, and support in an equitable manner are critical but not yet determined in the context of the Paris Agreement1. We identify global cost-optimal mitigation scenarios consistent with the Paris Agreement goals and allocate their emissions dynamically to countries according to five equity approaches. At the national level, China's Nationally Determined Contribution (NDC) is weaker than any of the five equity approaches, India's and the USA's NDC are aligned with two, and the EU's with three. Most developing countries’ conditional (Intended) NDCs (INDCs) are more ambitious than the average of the five equity approaches under the 2 °C goal. If the G8 and China adopt the average of the five approaches, the gap between conditional INDCs and 2 °C-consistent pathways could be closed. For an equitable, cost-optimal achievement of the 1.5 °C target, emissions in 2030 are 21% lower (relative to 2010) than for 2 °C for the G8 and China combined, and 39% lower for remaining countries. Equitably limiting warming to 1.5 °C rather than 2 °C requires that individual countries achieve mitigation milestones, such as peaking or reaching net-zero emissions, around a decade earlier."
Unequal household carbon footprints in China,https://www.nature.com/articles/nclimate3165,nature_articles/images_2016/Unequal household carbon footprints in China.jpg,"Households’ carbon footprints often differ with wealth and level of consumption. This study shows the urban rich disproportionally contribute to the Chinese carbon footprint, whilst overall household footprints are growing with increased consumerism.","Dominik Wiedenhofer, Dabo Guan, Yi-Ming Wei",No publication date,Article,
Meltwater produced by wind–albedo interaction stored in an East Antarctic ice shelf,https://www.nature.com/articles/nclimate3180,nature_articles/images_2016/Meltwater produced by wind_albedo interaction stored in an East Antarctic ice shelf.jpg,"Surface melt has been tied to the collapse of Antarctic Peninsula ice shelves. This study illustrates that warmer temperatures associated with katabatic winds drive similar processes in an East Antarctic ice shelf, highlighting vulnerability to disintegration.","J. T. M. Lenaerts, S. Lhermitte, F. Pattyn",No publication date,Letter,"Surface melt and subsequent firn air depletion can ultimately lead to disintegration of Antarctic ice shelves1,2causing grounded glaciers to accelerate3and sea level to rise. In the Antarctic Peninsula, foehn winds enhance melting near the grounding line4, which in the recent past has led to the disintegration of the most northerly ice shelves5,6. Here, we provide observational and model evidence that this process also occurs over an East Antarctic ice shelf, where meltwater-induced firn air depletion is found in the grounding zone. Unlike the Antarctic Peninsula, where foehn events originate from episodic interaction of the circumpolar westerlies with the topography, in coastal East Antarctica high temperatures are caused by persistent katabatic winds originating from the ice sheet’s interior. Katabatic winds warm and mix the air as it flows downward and cause widespread snow erosion, explaining>3 K higher near-surface temperatures in summer and surface melt doubling in the grounding zone compared with its surroundings. Additionally, these winds expose blue ice and firn with lower surface albedo, further enhancing melt. Thein situobservation of supraglacial flow and englacial storage of meltwater suggests that ice-shelf grounding zones in East Antarctica, like their Antarctic Peninsula counterparts, are vulnerable to hydrofracturing7."
The future intensification of hourly precipitation extremes,https://www.nature.com/articles/nclimate3168,nature_articles/images_2016/The future intensification of hourly precipitation extremes.jpg,Climate change is causing increases in extreme rainfall across the United States. This study uses observations and high-resolution modelling to show that rainfall changes related to rising temperatures depend on the available atmospheric moisture.,"Andreas F. Prein, Roy M. Rasmussen, Greg J. Holland",No publication date,Letter,"Extreme precipitation intensities have increased in all regions of the Contiguous United States (CONUS)1and are expected to further increase with warming at scaling rates of about 7% per degree Celsius (ref.2), suggesting a significant increase of flash flood hazards due to climate change. However, the scaling rates between extreme precipitation and temperature are strongly dependent on the region, temperature3, and moisture availability4, which inhibits simple extrapolation of the scaling rate from past climate data into the future5. Here we study observed and simulated changes in local precipitation extremes over the CONUS by analysing a very high resolution (4 km horizontal grid spacing) current and high-end climate scenario that realistically simulates hourly precipitation extremes. We show that extreme precipitation is increasing with temperature in moist, energy-limited, environments and decreases abruptly in dry, moisture-limited, environments. This novel framework explains the large variability in the observed and modelled scaling rates and helps with understanding the significant frequency and intensity increases in future hourly extreme precipitation events and their interaction with larger scales."
Ocean acidification can mediate biodiversity shifts by changing biogenic habitat,https://www.nature.com/articles/nclimate3161,nature_articles/images_2016/Ocean acidification can mediate biodiversity shifts by changing biogenic habitat.jpg,"How ocean acidification will impact coastal biogenic habitats is unclear. This study predicts that indirect effects on habitat-forming organisms, combined with direct effects on biodiversity, will cause changes in structural complexity and extent of these habitats.","Jennifer M. Sunday, Katharina E. Fabricius, Christopher D. G. Harley",No publication date,Article,
Greenhouse gas emissions intensity of global croplands,https://www.nature.com/articles/nclimate3158,nature_articles/images_2016/Greenhouse gas emissions intensity of global croplands.jpg,"Global high-resolution crop-specific estimates of greenhouse gas emissions intensity (in 2000) reveal that certain cropping practices contribute disproportionately to emissions, making them suitable targets for climate mitigation policies.","Kimberly M. Carlson, James S. Gerber, Paul C. West",No publication date,Letter,"Stabilizing greenhouse gas (GHG) emissions from croplands as agricultural demand grows is a critical component of climate change mitigation1,2,3. Emissions intensity metrics—including carbon dioxide equivalent emissions per kilocalorie produced (‘production intensity’)—can highlight regions, management practices, and crops as potential foci for mitigation4,5,6,7. Yet the spatial and crop-wise distribution of emissions intensity has been uncertain. Here, we develop global crop-specific circa 2000 estimates of GHG emissions and GHG intensity in high spatial detail, reporting the effects of rice paddy management, peatland draining, and nitrogen (N) fertilizer on CH4, CO2and N2O emissions. Global mean production intensity is 0.16 Mg CO2e M kcal−1, yet certain cropping practices contribute disproportionately to emissions. Peatland drainage (3.7 Mg CO2e M kcal−1)—concentrated in Europe and Indonesia—accounts for 32% of these cropland emissions despite peatlands producing just 1.1% of total crop kilocalories. Methane emissions from rice (0.58 Mg CO2e M kcal-1), a crucial food staple supplying 15% of total crop kilocalories, contribute 48% of cropland emissions, with outsized production intensity in Vietnam. In contrast, N2O emissions from N fertilizer application (0.033 Mg CO2e M kcal−1) generate only 20% of cropland emissions. We find that current total GHG emissions are largely unrelated to production intensity across crops and countries. Climate mitigation policies should therefore be directed to locations where crops have both high emissions and high intensities."
A re-examination of the projected subtropical precipitation decline,https://www.nature.com/articles/nclimate3157,nature_articles/images_2016/A re-examination of the projected subtropical precipitation decline.jpg,"Projected decreases in subtropical rainfall have previously been attributed to enhanced moisture transport or atmospheric circulation changes. New research shows that neither is the key mechanism, and instead greater land–sea temperature contrast in response to direct radiative forcing dominates.","Jie He, Brian J. Soden",No publication date,Letter,"A large-scale precipitation decline in the subtropics is a widely accepted projection of future climate change1,2,3, but its causes and implications are uncertain. Two mechanisms are commonly used to explain the large-scale subtropical precipitation decline: an amplification of moisture export due to the increase in moisture4and a poleward shift of subtropical subsidence associated with the poleward expansion of the Hadley cell5,6. In an idealized experiment with abrupt CO2increase, we find that the subtropical precipitation decline forms primarily in the fast adjustment to CO2forcing during which neither of the two proposed mechanisms exists. Permitting the increase in moisture and the Hadley cell expansion does not substantially change the characteristics of the large-scale subtropical precipitation decline. This precipitation change should be interpreted as a response to the land–sea warming contrast, the direct radiative forcing of CO2and, in certain regions, the pattern of SST changes. Moreover, the subtropical precipitation decline is projected predominately over oceans. Over subtropical land regions, the precipitation decline is muted or even reversed by the land–sea warming contrast."
