Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Impacts of COVID-19 and fiscal stimuli on global emissions and the Paris Agreement,https://www.nature.com/articles/s41558-020-00977-5,nature_articles/images_2020/Impacts of COVID-19 and fiscal stimuli on global emissions and the Paris Agreement.jpg,"Global emissions could decrease 3.9–5.6% over 5 years due to COVID-19, and the interconnected economy means lockdown-related declines reach beyond borders. As countries look to stimulate their economies, how fiscal incentives are allocated and invested will determine longer-term emission changes.","Yuli Shan, Jiamin Ou, Klaus Hubacek",No publication date,Article,"The global economy is facing a serious recession due to COVID-19, with implications for CO2emissions. Here, using a global adaptive multiregional input–output model and scenarios of lockdown and fiscal counter measures, we show that global emissions from economic sectors will decrease by 3.9 to 5.6% in 5 years (2020 to 2024) compared with a no-pandemic baseline scenario (business as usual for economic growth and carbon intensity decline). Global economic interdependency via supply chains means that blocking one country’s economic activities causes the emissions of other countries to decrease even without lockdown policies. Supply-chain effects contributed 90.1% of emissions decline from power production in 2020 but only 13.6% of transport sector reductions. Simulations of follow-up fiscal stimuli in 41 major countries increase global 5-yr emissions by −6.6 to 23.2 Gt (−4.7 to 16.4%), depending on the strength and structure of incentives. Therefore, smart policy is needed to turn pandemic-related emission declines into firm climate action."
Stringent mitigation substantially reduces risk of unprecedented near-term warming rates,https://www.nature.com/articles/s41558-020-00957-9,nature_articles/images_2020/Stringent mitigation substantially reduces risk of unprecedented near-term warming rates.jpg,"GHG mitigation is not likely to be detectable in global mean temperature before mid-century. However, a simple climate emulator and an Earth system model ensemble suggest that strong mitigation greatly decreases the likelihood of high rates of 20-year warming over the next two decades.","Christine M. McKenna, Amanda C. Maycock, Katarzyna B. Tokarska",No publication date,Article,"Following the Paris Agreement, many countries are enacting targets to achieve net-zero GHG emissions. Stringent mitigation will have clear societal benefits in the second half of this century by limiting peak warming and stabilizing climate. However, the near-term benefits of mitigation are generally thought to be less clear because forced surface temperature trends can be masked by internal variability. Here we use observationally constrained projections from the latest comprehensive climate models and a simple climate model emulator to show that pursuing stringent mitigation consistent with holding long-term warming below 1.5 °C reduces the risk of unprecedented warming rates in the next 20 years by a factor of 13 compared with a no mitigation scenario, even after accounting for internal variability. Therefore, in addition to long-term benefits, stringent mitigation offers substantial near-term benefits by offering societies and ecosystems a greater chance to adapt to and avoid the worst climate change impacts."
Expert assessment of future vulnerability of the global peatland carbon sink,https://www.nature.com/articles/s41558-020-00944-0,nature_articles/images_2020/Expert assessment of future vulnerability of the global peatland carbon sink.jpg,"Peatlands are impacted by climate and land-use changes, with feedback to warming by acting as either sources or sinks of carbon. Expert elicitation combined with literature review reveals key drivers of change that alter peatland carbon dynamics, with implications for improving models.","J. Loisel, A. V. Gallego-Sala, J. Wu",No publication date,Analysis,"The carbon balance of peatlands is predicted to shift from a sink to a source this century. However, peatland ecosystems are still omitted from the main Earth system models that are used for future climate change projections, and they are not considered in integrated assessment models that are used in impact and mitigation studies. By using evidence synthesized from the literature and an expert elicitation, we define and quantify the leading drivers of change that have impacted peatland carbon stocks during the Holocene and predict their effect during this century and in the far future. We also identify uncertainties and knowledge gaps in the scientific community and provide insight towards better integration of peatlands into modelling frameworks. Given the importance of the contribution by peatlands to the global carbon cycle, this study shows that peatland science is a critical research area and that we still have a long way to go to fully understand the peatland–carbon–climate nexus."
Opposite response of strong and moderate positive Indian Ocean Dipole to global warming,https://www.nature.com/articles/s41558-020-00943-1,nature_articles/images_2020/Opposite response of strong and moderate positive Indian Ocean Dipole to global warming.jpg,"The strength of a positive Indian Ocean Dipole (pIOD) is set by sea surface temperature gradient across the equatorial Indian Ocean. Modelling shows warming will increase strong pIODs but decrease moderate pIODs, as faster surface warming in the west sets up conducive conditions for the strong events.","Wenju Cai, Kai Yang, Toshio Yamagata",No publication date,Article,"A strong positive Indian Ocean Dipole (pIOD) induces weather extremes such as the 2019 Australian bushfires and African floods. The impact is influenced by sea surface temperature (SST), yet models disagree on how pIOD SST may respond to greenhouse warming. Here we find increased SST variability of strong pIOD events, with strong equatorial eastern Indian Ocean cool anomalies, but decreased variability of moderate pIOD events, dominated by western warm anomalies. This opposite response is detected in the Coupled Model Inter-comparison Project (CMIP5 and CMIP6) climate models that simulate the two pIOD regimes. Under greenhouse warming, the lower troposphere warms faster than the surface, limiting Ekman pumping that drives the moderate pIOD warm anomalies; however, faster surface warming in the equatorial western region favours atmospheric convection in the west, strengthening equatorial nonlinear advection that forces the strong pIOD cool anomalies. Climate extremes seen in 2019 are therefore likely to occur more frequently under greenhouse warming."
Increased ocean heat transport into the Nordic Seas and Arctic Ocean over the period 1993–2016,https://www.nature.com/articles/s41558-020-00941-3,nature_articles/images_2020/Increased ocean heat transport into the Nordic Seas and Arctic Ocean over the period 1993_2016.jpg,"An increase in ocean transport from the North Atlantic into the Nordic Seas and Arctic Ocean is warming the region. Observations from 1993 to 2016 show a significant increase in heat transport after 2001, with the heat being transported over the Greenland–Scotland Ridge.","Takamasa Tsubouchi, Kjetil Våge, Héðinn Valdimarsson",No publication date,Article,"Warm water of subtropical origin flows northward in the Atlantic Ocean and transports heat to high latitudes. This poleward heat transport has been implicated as one possible cause of the declining sea-ice extent and increasing ocean temperatures across the Nordic Seas and the Arctic Ocean, but robust estimates are still lacking. Here, we use a box inverse model and more than 20 years of volume transport measurements to show that the mean ocean heat transport was 305 ± 26 TW for 1993–2016. A significant increase of 21 TW occurred after 2001, which is sufficient to account for the recent accumulation of heat in the northern seas. Ocean heat transport may therefore have been a major contributor to climate change since the late 1990s. This increased heat transport contrasts with the Atlantic Meridional Overturning Circulation (AMOC) slowdown at mid-latitudes and indicates a discontinuity of the overturning circulation measured at different latitudes in the Atlantic Ocean."
Heat tolerance in ectotherms scales predictably with body size,https://www.nature.com/articles/s41558-020-00938-y,nature_articles/images_2020/Heat tolerance in ectotherms scales predictably with body size.jpg,"Analysis of ectotherm thermal death curves in the context of both challenge intensity and duration shows that smaller animals exhibit higher tolerance to acute stress, but lower tolerance to chronic stress. The size-dependent impact provides one explanation for warming-related reductions in animal size.","Ignacio Peralta-Maraver, Enrico L. Rezende",No publication date,Article,"Recent studies suggest that animals are decreasing in size as a general response to global warming, for reasons that remain unclear. Here, by analysing ectotherm death time curves that take into consideration the intensity and duration of a thermal challenge, we show that heat tolerance varies predictably with size. Smaller animals can maintain higher body temperatures than larger ones during short periods, but cannot maintain higher body temperatures over long periods as their endurance declines more rapidly with time. Body size effects and adaptive variation in heat tolerance may have been obscured in the past by these unaccounted for temporal effects. With increasing size, thermal death occurs at relatively lower metabolic rates with respect to rest at a non-stressful temperature, which might partly explain the reported reductions in organism size with climate warming and shed light on the mechanisms that underlie scaling."
Climate change risk to global port operations,https://www.nature.com/articles/s41558-020-00937-z,nature_articles/images_2020/Climate change risk to global port operations.jpg,"Global trade and transport depend on the resilience of the ports sector. Multi-hazard operational risks are estimated for 2,013 ports under historical climate and future warming; of the marine and atmospheric hazards considered, coastal flooding, wave overtopping and heat stress increase risk most.","C. Izaguirre, I. J. Losada, V. Stenek",No publication date,Article,"The ports sector is critical to global transport and trade. Climate change may compromise port operations, resulting in an increase in operational shutdowns and subsequent economic losses. Here, we present an analysis of historical global risk across the operations of 2,013 ports worldwide and the impacts under a high-end warming scenario, considering atmospheric and marine hazards, industry established operational thresholds, exposure and vulnerability. Increased coastal flooding and overtopping due to sea level rise, as well as the heat stress impacts of higher temperatures, are the main contributors to amplified risk. Ports located in the Pacific Islands, Caribbean Sea and Indian Ocean appear to be at extremely high risk by 2100, whereas those in the African Mediterranean and the Arabian Peninsula (Persian Gulf and Red Sea) are expected to experience very high risk. Estimating risks at the global scale cannot capture site-level details, but these results provide a benchmark for further research and decision-making."
Future impacts of climate change on inland Ramsar wetlands,https://www.nature.com/articles/s41558-020-00942-2,nature_articles/images_2020/Future impacts of climate change on inland Ramsar wetlands.jpg,"Hydrological modelling is combined with soil moisture estimates to quantify climate change impacts on inland Ramsar wetlands. Net global changes are estimated to be modest, but individual sites with area reductions over 10% are projected to increase 19–243% by 2100, depending on emissions scenario.","Yi Xi, Shushi Peng, Youhua Chen",No publication date,Article,"The 1971 Ramsar Convention promotes wetland conservation worldwide, yet climate change impacts on wetland extent and associated biodiversity are unclear. Hydrological modelling and soil moisture estimates are used to quantify climate change-driven shifts in wetland area across 1,250 inland Ramsar sites. We estimate that net global wetland area expanded during 1980–2014, but 47% of sites experienced wetland loss. By 2100, a net area loss of at least 6,000 km2(about 1%) is projected. The number of sites with area loss over 10% will increase by 19–65% under low emissions, 148–243% under high emissions and ~16% with global mean warming of 2 °C relative to 1.5 °C. Sites most vulnerable to shrinkage are located in the Mediterranean, Mexico, Central America and South Africa—all seasonal waterbird migration hotspots. Our findings highlight that climate mitigation is essential for future Ramsar wetlands conservation, in addition to the minimization of human disturbance."
Sandy beaches can survive sea-level rise,https://www.nature.com/articles/s41558-020-00934-2,nature_articles/images_2020/Sandy beaches can survive sea-level rise.jpg,No description,"J. A. G. Cooper, G. Masselink, D. W. T. Jackson",No publication date,Matters Arising,
Reply to: Sandy beaches can survive sea-level rise,https://www.nature.com/articles/s41558-020-00935-1,No image,No description,"Michalis I. Vousdoukas, Roshanka Ranasinghe, Luc Feyen",No publication date,Matters Arising,
