Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Lack of uniform trends but increasing spatial variability in observed Indian rainfall extremes,https://www.nature.com/articles/nclimate1327,nature_articles/images_2011/Lack of uniform trends but increasing spatial variability in observed Indian rainfall extremes.jpg,"Future changes in the Indian monsoon could affect millions of people, yet even the ways in which it might have changed over recent years remain uncertain. Statistical analysis indicates that during the second half of the twentieth century there were no spatially uniform changes in the frequency or intensity of heavy rainfall events over India, but there was an increase in the spatial variability of these characteristics.","Subimal Ghosh, Debasish Das, Auroop R. Ganguly",No publication date,Letter,"Recent studies disagree on how rainfall extremes over India have changed in space and time over the past half century1,2,3,4, as well as on whether the changes observed are due to global warming5,6or regional urbanization7. Although a uniform and consistent decrease in moderate rainfall has been reported1,3, a lack of agreement about trends in heavy rainfall may be due in part to differences in the characterization and spatial averaging of extremes. Here we use extreme value theory8,9,10,11,12,13,14,15to examine trends in Indian rainfall over the past half century in the context of long-term, low-frequency variability. We show that when generalized extreme value theory8,16,17,18is applied to annual maximum rainfall over India, no statistically significant spatially uniform trends are observed, in agreement with previous studies using different approaches2,3,4. Furthermore, our space–time regression analysis of the return levels points to increasing spatial variability of rainfall extremes over India. Our findings highlight the need for systematic examination of global versus regional drivers of trends in Indian rainfall extremes, and may help to inform flood hazard preparedness and water resource management in the region."
Microbial mediation of carbon-cycle feedbacks to climate warming,https://www.nature.com/articles/nclimate1331,nature_articles/images_2011/Microbial mediation of carbon-cycle feedbacks to climate warming.jpg,A study based on a long-term manipulation experiment in a grassland ecosystem describes the microbial mechanisms controlling feedbacks to carbon and nutrient cycling under warming. The findings suggest that ecosystem models should more explicitly consider microbial feedbacks to climate change.,"Jizhong Zhou, Kai Xue, Yiqi Luo",No publication date,Letter,"Understanding the mechanisms of biospheric feedbacks to climate change is critical to project future climate warming1,2,3. Although microorganisms catalyse most biosphere processes related to fluxes of greenhouse gases, little is known about the microbial role in regulating future climate change4. Integrated metagenomic and functional analyses of a long-term warming experiment in a grassland ecosystem showed that microorganisms play crucial roles in regulating soil carbon dynamics through three primary feedback mechanisms: shifting microbial community composition, which most likely led to the reduced temperature sensitivity of heterotrophic soil respiration; differentially stimulating genes for degrading labile but not recalcitrant carbon so as to maintain long-term soil carbon stability and storage; and enhancing nutrient-cycling processes to promote plant nutrient-use efficiency and hence plant growth. Elucidating microbially mediated feedbacks is fundamental to understanding ecosystem responses to climate warming and provides a mechanistic basis for carbon–climate modelling."
Coral thermal tolerance shaped by local adaptation of photosymbionts,https://www.nature.com/articles/nclimate1330,nature_articles/images_2011/Coral thermal tolerance shaped by local adaptation of photosymbionts.jpg,"An analysis shows that the coral endosymbiont Symbiodinium—a dinoflagellate genus underpinning the ecological and evolutionary success of reef corals—can adapt to local thermal regimes, thereby shaping the fitness of coral hosts. This may explain why many corals show fidelity for single Symbiodinium types over wide thermal ranges.","E. J. Howells, V. H. Beltran, M. J. H. van Oppen",No publication date,Letter,"Coral thermal tolerance is strongly influenced by the identity of obligate photosymbionts, which encompass numerous types belonging to the dinoflagellate genusSymbiodinium1. Physiological advantages achieved by partnering with functionally diverse symbionts2,3,4have been assumed to be available only to corals that can form associations with multipleSymbiodiniumtypes. Functional variation among populations of the same type ofSymbiodiniumhas been overlooked, despite local adaptation being feasible because of large population sizes5,6, genetic isolation7,8and short asexual generation times9. Here we demonstrate divergent thermal tolerance in a generalistSymbiodiniumtype from two different thermal environments.Symbiodiniumfrom the warmer reef maintained greater photo-chemical performance and survivorship when exposed to an elevated temperature of 32 °C, both in symbiosis and in culture. Juvenile corals associated withSymbiodiniumfrom the warmer reef grew rapidly when exposed to 32 °C, yet underwent bleaching and tissue death when associated withSymbiodiniumfrom the cooler reef. These results demonstrate thatSymbiodiniumtypes can adapt to local differences in thermal climate and that this adaptation shapes the fitness of coral hosts. IfSymbiodiniumpopulations are able to further adapt to increases in temperature at the pace at which ocean climates warm, they may assist corals to increase their thermal tolerance and persist into the future."
Effectiveness of stratospheric solar-radiation management as a function of climate sensitivity,https://www.nature.com/articles/nclimate1328,nature_articles/images_2011/Effectiveness of stratospheric solar-radiation management as a function of climate sensitivity.jpg,"Perturbed-physics climate modelling experiments simulate past and future climate scenarios using a wide combination of model parameters consistent with past climate. Using such an approach, a study examines variations in the response of climate to solar-radiation management under different climate sensitivities.","Katharine L. Ricke, Daniel J. Rowlands, M. Granger Morgan",No publication date,Letter,"If implementation of proposals to engineer the climate through solar-radiation management (SRM) ever occurs, it is likely to be contingent on climate sensitivity. However, modelling studies examining the effectiveness of SRM as a strategy to offset anthropogenic climate change have used only the standard parameterizations of atmosphere–ocean general circulation models that yield climate sensitivities close to the Coupled Model Intercomparison Project mean. Here, we use a perturbed-physics ensemble modelling experiment to examine how the response of the climate to SRM implemented in the stratosphere (SRM-S) varies under different greenhouse-gas climate sensitivities. When SRM-S is used to compensate for rising atmospheric concentrations of greenhouse gases, its effectiveness in stabilizing regional climates diminishes with increasing climate sensitivity. However, the potential of SRM-S to slow down unmitigated climate change, even regionally, increases with climate sensitivity. On average, in variants of the model with higher sensitivity, SRM-S reduces regional rates of temperature change by more than 90% and rates of precipitation change by more than 50%."
Reduced early life growth and survival in a fish in direct response to increased carbon dioxide,https://www.nature.com/articles/nclimate1291,nature_articles/images_2011/Reduced early life growth and survival in a fish in direct response to increased carbon dioxide.jpg,"Adult fish seem relatively resilient to increased carbon dioxide levels, but how early-life-stage fish fare remains less clear. In a study, the estuarine fish Menidia beryllina experienced severely reduced survival and growth rates in its early life stages under levels of ocean acidification expected later this century. This suggests that ocean acidification may affect fish populations, because small changes in early-life survival can generate large fluctuations in adult-fish abundance.","Hannes Baumann, Stephanie C. Talmage, Christopher J. Gobler",No publication date,Letter,"Absorption of anthropogenic carbon dioxide by the world’s oceans is causing mankind’s ‘other CO2problem’, ocean acidification1. Although this process will challenge marine organisms that synthesize calcareous exoskeletons or shells2,3,4,5,6, it is unclear how it will affect internally calcifying organisms, such as marine fish7. Adult fish tolerate short-term exposures to CO2levels that exceed those predicted for the next 300 years (∼2,000 ppm; ref.8), but potential effects of increased CO2on growth and survival during the early life stages of fish remain poorly understood7. Here we show that the exposure of early life stages of a common estuarine fish (Menidia beryllina) to CO2concentrations expected in the world’s oceans later this century caused severely reduced survival and growth rates. When compared with present-day CO2levels (∼400 ppm), exposure ofM. beryllinaembryos to∼1,000 ppm until one week post-hatch reduced average survival and length by 74% and 18%, respectively. The egg stage was significantly more vulnerable to high CO2-induced mortality than the post-hatch larval stage. These findings challenge the belief that ocean acidification will not affect fish populations, because even small changes in early life survival can generate large fluctuations in adult-fish abundance9,10."
Increased estimates of air-pollution emissions from Brazilian sugar-cane ethanol,https://www.nature.com/articles/nclimate1325,nature_articles/images_2011/Increased estimates of air-pollution emissions from Brazilian sugar-cane ethanol.jpg,"Biofuels are often promoted as a way of mitigating climate change, but their impacts on climate and air quality remain uncertain. Estimates of air-pollutant emissions from the production and use of sugar-cane ethanol in Brazil indicate that this biofuel may have larger impacts on regional climate and human health than previously thought.","C-C. Tsao, J. E. Campbell, Y. Chen",No publication date,Letter,"Accelerating biofuel production has been promoted as an opportunity to enhance energy security, offset greenhouse-gas emissions and support rural economies. However, large uncertainties remain in the impacts of biofuels on air quality and climate1,2. Sugar-cane ethanol is one of the most widely used biofuels, and Brazil is its largest producer3. Here we use a life-cycle approach to produce spatially and temporally explicit estimates of air-pollutant emissions over the whole life cycle of sugar-cane ethanol in Brazil. We show that even in regions where pre-harvest field burning has been eliminated on half the croplands, regional emissions of air pollutants continue to increase owing to the expansion of sugar-cane growing areas, and burning continues to be the dominant life-cycle stage for emissions. Comparison of our estimates of burning-phase emissions with satellite estimates of burning in São Paulo state suggests that sugar-cane field burning is not fully accounted for in satellite-based inventories, owing to the small spatial scale of individual fires. Accounting for this effect leads to revised regional estimates of burned area that are four times greater than some previous estimates. Our revised emissions maps thus suggest that biofuels may have larger impacts on regional climate forcing and human health than previously thought."
Severe tissue damage in Atlantic cod larvae under increasing ocean acidification,https://www.nature.com/articles/nclimate1324,nature_articles/images_2011/Severe tissue damage in Atlantic cod larvae under increasing ocean acidification.jpg,"Ocean acidification—resulting from anthropogenic carbon dioxide emissions to the atmosphere—has been shown to affect fish growth rates and reproduction. Now research shows detrimental effects of ocean acidification on the development of Atlantic cod larvae—a mass-spawning fish species of high commercial importance—suggesting that ocean acidification could cause additional larval mortality, affecting populations of already exploited cod stocks.","Andrea Y. Frommel, Rommel Maneja, Catriona Clemmesen",No publication date,Letter,"Ocean acidification, caused by increasing atmospheric concentrations of CO2(refs1,2,3), is one of the most critical anthropogenicthreats to marine life. Changes in seawater carbonate chemistry have the potential to disturb calcification, acid–base regulation, blood circulation and respiration, as well as the nervous system of marine organisms, leading to long-term effects such as reduced growth rates and reproduction4,5. In teleost fishes, early life-history stages are particularly vulnerable as they lack specialized internal pH regulatory mechanisms6,7. So far, impacts of relevant CO2concentrations on larval fish have been found in behaviour8,9and otolith size10,11, mainly in tropical, non-commercial species. Here we show detrimental effects of ocean acidification on the development of a mass-spawning fish species of high commercial importance. We reared Atlantic cod larvae at three levels of CO2, (1) present day, (2) end of next century and (3) an extreme, coastal upwelling scenario, in a long-term (months) mesocosm experiment. Exposure to CO2resulted in severe to lethal tissue damage in many internal organs, with the degree of damage increasing with CO2concentration. As larval survival is the bottleneck to recruitment, ocean acidification has the potential to act as an additional source of natural mortality, affecting populations of already exploited fish stocks."
Rapid transgenerational acclimation of a tropical reef fish to climate change,https://www.nature.com/articles/nclimate1323,nature_articles/images_2011/Rapid transgenerational acclimation of a tropical reef fish to climate change.jpg,"Tropical species are considered especially sensitive to climate change, but research now shows that a tropical reef fish can rapidly acclimate over multiple generations. Acute exposure to a 1.5 °C and 3.0 °C temperature rise decreased an individual’s ability to perform aerobic activities such as swimming or foraging by 15% and 30% respectively, but this did not occur when both parents and offspring were reared at the higher temperature.","J. M. Donelson, P. L. Munday, C. R. Pitcher",No publication date,Letter,"Understanding the capacity of species to acclimate and adapt to expected temperature increases is critical for making predictions about the biological impacts of global warming, yet it is one of the least certain aspects of climate change science1,2,3,4. Tropical species are considered to be especially sensitive to climate change because they live close to their thermal maximum and exhibit limited capacity for acclimation5,6,7. Here, we demonstrate that a tropical reef fish is highly sensitive to small increases in water temperature, but can rapidly acclimate over multiple generations. Acute exposure to elevated temperatures (+1.5 °C and +3.0 °C) predicted to occur this century caused a 15% and 30% respective decrease in individual’s maximum ability to perform aerobic activities such as swimming or foraging, known as aerobic scope. However, complete compensation in aerobic scope occurred when both parents and offspring were reared throughout their lives at elevated temperature. Such acclimation could reduce the impact of warming temperatures and allow populations to persist across their current range. This study reveals the importance of transgenerational acclimation as a mechanism for coping with rapid climate change and highlights that single generation studies risk underestimating the potential of species to cope."
Expansion of oxygen minimum zones may reduce available habitat for tropical pelagic fishes,https://www.nature.com/articles/nclimate1304,nature_articles/images_2011/Expansion of oxygen minimum zones may reduce available habitat for tropical pelagic fishes.jpg,"One of the impacts of ocean warming is a decrease in dissolved oxygen, with implications for valuable pelagic fish species. A study shows that the oxygenated upper ocean layer in the tropical northeast Atlantic thinned at a rate of around one metre per year between 1960 and 2010, and, by tracking individually tagged fish, demonstrates that this contraction in the oxygenated layer limited the movement of blue marlin.","Lothar Stramma, Eric D. Prince, Arne Körtzinger",No publication date,Letter,"Climate model predictions1,2and observations3,4reveal regional declines in oceanic dissolved oxygen, which are probably influenced by global warming5. Studies indicate ongoing dissolved oxygen depletion and vertical expansion of the oxygen minimum zone (OMZ) in the tropical northeast Atlantic Ocean6,7. OMZ shoaling may restrict the usable habitat of billfishes and tunas to a narrow surface layer8,9. We report a decrease in the upper ocean layer exceeding 3.5 ml l−1dissolved oxygen at a rate of ≤1 m yr−1in the tropical northeast Atlantic (0–25° N, 12–30° W), amounting to an annual habitat loss of∼5.95×1013m3, or 15% for the period 1960–2010. Habitat compression and associated potential habitat loss was validated using electronic tagging data from 47 blue marlin. This phenomenon increases vulnerability to surface fishing gear for billfishes and tunas8,9, and may be associated with a 10–50% worldwide decline of pelagic predator diversity10. Further expansion of the Atlantic OMZ along with overfishing may threaten the sustainability of these valuable pelagic fisheries and marine ecosystems."
A drought-induced pervasive increase in tree mortality across Canada's boreal forests,https://www.nature.com/articles/nclimate1293,nature_articles/images_2011/A drought-induced pervasive increase in tree mortality across Canada_s boreal forests.jpg,Drought-induced forest dieback has emerged as a global concern and is expected to increase worldwide under projected future climate change. A study using long-term forest plots now provides a quantitative estimate of drought-induced increase in tree mortality across Canada's boreal forests—one of the most important terrestrial carbon sinks.,"Changhui Peng, Zhihai Ma, Xiaolu Zhou",No publication date,Letter,"Drought-induced tree mortality is expected to increase worldwide under projected future climate changes1,2,3,4. The Canadian boreal forests, which occupy about 30% of the boreal forests worldwide and 77% of Canada's total forested land, play a critical role in the albedo of Earth’s surface5and in its global carbon budget6. Many of the previously reported regional-scale impacts of drought on tree mortality have affected low- and middle-latitude tropical regions2and the temperate forests of the western United States3, but no study has examined high-latitude boreal regions with multiple species at a regional scale using long-term forest permanent sampling plots7,8,9. Here, we estimated tree mortality in natural stands throughout Canada's boreal forests using data from the permanent sampling plots and statistical models. We found that tree mortality rates increased by an overall average of 4.7% yr−1from 1963 to 2008, with higher mortality rate increases in western regions than in eastern regions (about 4.9 and 1.9% yr−1, respectively). The water stress created by regional drought may be the dominant contributor to these widespread increases in tree mortality rates across tree species, sizes, elevations, longitudes and latitudes. Western Canada seems to have been more sensitive to drought than eastern Canada."
