Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Hydrologic implications of vegetation response to elevated CO2 in climate projections,https://www.nature.com/articles/s41558-018-0361-0,nature_articles/images_2018/Hydrologic implications of vegetation response to elevated CO2 in climate projections.jpg,This paper introduces a modification to the Penman–Monteith equation—for net evapotranspiration—to account for vegetation under elevated atmospheric CO2. In so doing it reconciles contradictions between drought indices and modelled runoff projections.,"Yuting Yang, Michael L. Roderick, Randall J. Donohue",No publication date,Letter,"Climate model projections using offline aridity and/or drought indices predict substantial terrestrial drying over the twenty-first century1,2,3,4,5,6,7,8,9,10,11. However, these same models also predict an increased runoff12,13,14,15. This contradiction has been linked to an absence of vegetation responses to an elevated atmospheric CO2concentration [CO2] in offline impact models12,14,16,17. Here we report a close and consistent relationship between changes in surface resistance (rs) and [CO2] across 16 CMIP5 models. Attributing evapotranspiration changes under non-water-limited conditions shows that an increase in evapotranspiration caused by a warming-induced vapour pressure deficit increase18is almost entirely offset by a decrease in evapotranspiration caused by increasedrsdriven by rising [CO2]. This indicates that climate models do not actually project increased vegetation water use under an elevated [CO2], which counters the perception that ‘warming leads to drying’ in many previous studies1,2,3,4,5,6,7,8,9,10,11. Moreover, we show that the hydrologic information in CMIP5 models can be satisfactorily recovered using an offline hydrologic model that incorporates the [CO2] effect onrsin calculating potential evapotranspiration (EP). This offers an effective, physically-based yet relatively simple way to account for the vegetation response to elevated [CO2] in offline impact models."
Boreal forest biomass accumulation is not increased by two decades of soil warming,https://www.nature.com/articles/s41558-018-0373-9,nature_articles/images_2018/Boreal forest biomass accumulation is not increased by two decades of soil warming.jpg,Nearly two decades of data from a boreal forest soil warming experiment (+5 °C) show no significant increase in aboveground biomass accumulation beyond an initial transitory response.,"Hyungwoo Lim, Ram Oren, Sune Linder",No publication date,Letter,"Increased soil organic matter decomposition with increasing temperature has been hypothesized to enhance soil nitrogen availability, consequently stimulating forest biomass production and offsetting decomposition-induced soil carbon losses1,2,3,4,5. This projection, however, is based on evidence gathered from short-term studies (≤10 years)2,3,5. The key question for carbon sequestration is whether such responses are transient or persist over long forest rotation periods. Here we report on biomass production in a typical nitrogen-limited borealPicea abiesforest, exposed to 18 years of soil warming manipulation (+5 °C) at a plot scale (100 m2). We show that two decades of soil warming elicited only short-duration growth responses, thus not significantly increasing aboveground biomass accumulation. Furthermore, in combination with published work from this forest, our results suggest that increased decomposition is slight and ephemeral, and increased fine root production and turnover in deeper soil may be greater than increased decomposition, netting slightly more biomass, perhaps conserving the soil carbon stock. Thus, this long-term study does not support the notion that the projected increase in soil temperatures will cause either an increased carbon loss with decomposition or a compensatory growth increase from nitrogen mineralization."
Global trends in carbon sinks and their relationships with CO2 and temperature,https://www.nature.com/articles/s41558-018-0367-7,nature_articles/images_2018/Global trends in carbon sinks and their relationships with CO2 and temperature.jpg,Global net ecosystem production (NEP) from a number of atmospheric inversions and dynamic global vegetation models is analysed to attribute trends to potential drivers. CO2 is found to have a positive effect on NEP that is constrained by climate warming.,"M. Fernández-Martínez, J. Sardans, J. Peñuelas",No publication date,Article,"Elevated CO2concentrations increase photosynthesis and, potentially, net ecosystem production (NEP), meaning a greater CO2uptake. Climate, nutrients and ecosystem structure, however, influence the effect of increasing CO2. Here we analysed global NEP from MACC-II and Jena CarboScope atmospheric inversions and ten dynamic global vegetation models (TRENDY), using statistical models to attribute the trends in NEP to its potential drivers: CO2, climatic variables and land-use change. We found that an increased CO2was consistently associated with an increased NEP (1995–2014). Conversely, increased temperatures were negatively associated with NEP. Using the two atmospheric inversions and TRENDY, the estimated global sensitivities for CO2were 6.0 ± 0.1, 8.1 ± 0.3 and 3.1 ± 0.1 PgC per 100 ppm (~1 °C increase), and −0.5 ± 0.2, −0.9 ± 0.4 and −1.1 ± 0.1 PgC °C−1for temperature. These results indicate a positive CO2effect on terrestrial C sinks that is constrained by climate warming."
Consumers underestimate the emissions associated with food but are aided by labels,https://www.nature.com/articles/s41558-018-0354-z,nature_articles/images_2018/Consumers underestimate the emissions associated with food but are aided by labels.jpg,"Consumer adoption of more plant-based diets has high technical potential to reduce global GHG emissions. This study shows that consumers underestimate the GHG emissions associated with foods, but carbon labels that provide this information promote the purchase of lower-emitting options.","Adrian R. Camilleri, Richard P. Larrick, Dalia Patino-Echeverri",No publication date,Article,"Food production is a major cause of energy use and GHG emissions, and therefore diet change is an important behavioural strategy for reducing associated environmental impacts. However, a severe obstacle to diet change may be consumers’ underestimation of the environmental impacts of different types of food. Here we show that energy consumption and GHG emission estimates are significantly underestimated for foods, suggesting a possible blind spot suitable for intervention. In a second study, we find that providing consumers with information regarding the GHG emissions associated with the life cycle of food, presented in terms of a familiar reference unit (light-bulb minutes), shifts their actual purchase choices away from higher-emission options. Thus, although consumers’ poor understanding of the food system is a barrier to reducing energy use and GHG emissions, it also represents a promising area for simple interventions such as a well-designed carbon label."
Agricultural non-CO2 emission reduction potential in the context of the 1.5 °C target,https://www.nature.com/articles/s41558-018-0358-8,nature_articles/images_2018/Agricultural non-CO2 emission reduction potential in the context of the 1_5__C target.jpg,"Agricultural CH4 and N2O emissions represent around 11% of total anthropogenic GHGs. Here agriculture mitigation potentials are quantified, in the context of the 1.5 °C target, and decomposed by emission source, region and mitigation mechanism.","Stefan Frank, Petr Havlík, Hugo Valin",No publication date,Article,"Agricultural methane and nitrous oxide emissions represent around 10–12% of total anthropogenic GHG emissions and have a key role to play in achieving a 1.5 °C (above pre-industrial) climate stabilization target. Using a multi-model assessment approach, we quantify the potential contribution of agriculture to the 1.5 °C target and decompose the mitigation potential by emission source, region and mitigation mechanism. The results show that the livestock sector will be vital to achieve emission reductions consistent with the 1.5 °C target mainly through emission-reducing technologies or structural changes. Agriculture may contribute emission reductions of 0.8–1.4 Gt of CO2-equivalent (CO2e) yr−1at just US$20 per tCO2e in 2050. Combined with dietary changes, emission reductions can be increased to 1.7–1.8 GtCO2e yr−1. At carbon prices compatible with the 1.5 °C target, agriculture could even provide average emission savings of 3.9 GtCO2e yr−1in 2050, which represents around 8% of current GHG emissions."
Ecological memory modifies the cumulative impact of recurrent climate extremes,https://www.nature.com/articles/s41558-018-0351-2,nature_articles/images_2018/Ecological memory modifies the cumulative impact of recurrent climate extremes.jpg,The increasing frequency of marine heatwaves suggests that the impacts of successive events may be influenced by previous events. The extent of the 2016 and 2017 bleaching events on the Great Barrier Reef shows that ecological memory played a role in the impacts of the second heatwave.,"Terry P. Hughes, James T. Kerry, Gergely Torda",No publication date,Letter,"Climate change is radically altering the frequency, intensity and spatial scale of severe weather events, such as heatwaves, droughts, floods and fires1. As the time interval shrinks between recurrent shocks2,3,4,5, the responses of ecosystems to each new disturbance are increasingly likely to be contingent on the history of other recent extreme events. Ecological memory—defined as the ability of the past to influence the present trajectory of ecosystems6,7—is also critically important for understanding how species assemblages are responding to rapid changes in disturbance regimes due to anthropogenic climate change2,3,6,7,8. Here, we show the emergence of ecological memory during unprecedented back-to-back mass bleaching of corals along the 2,300 km length of the Great Barrier Reef in 2016, and again in 2017, whereby the impacts of the second severe heatwave, and its geographic footprint, were contingent on the first. Our results underscore the need to understand the strengthening interactions among sequences of climate-driven events, and highlight the accelerating and cumulative impacts of novel disturbance regimes on vulnerable ecosystems."
Increased snowfall over the Antarctic Ice Sheet mitigated twentieth-century sea-level rise,https://www.nature.com/articles/s41558-018-0356-x,nature_articles/images_2018/Increased snowfall over the Antarctic Ice Sheet mitigated twentieth-century sea-level rise.jpg,Ice loss from Antarctica contributes to global sea-level rise. Analysis of ice core records and reanalysis datasets reveals that increased snowfall over the Antarctic Ice Sheet has offset contemporary sea-level rise by ~10 mm since 1901.,"B. Medley, E. R. Thomas",No publication date,Letter,"Changes in accumulated snowfall over the Antarctic Ice Sheet have an immediate and time-delayed impact on global mean sea level. The immediate impact is due to the instantaneous change in freshwater storage over the ice sheet, whereas the time-delayed impact acts in opposition through enhanced ice-dynamic flux into the ocean1. Here, we reconstruct 200 years of Antarctic-wide snow accumulation by synthesizing a newly compiled database of ice core records2using reanalysis-derived spatial coherence patterns. The results reveal that increased snow accumulation mitigated twentieth-century sea-level rise by ~10 mm since 1901, with rates increasing from 1.1 mm decade−1between 1901 and 2000 to 2.5 mm decade−1after 1979. Reconstructed accumulation trends are highly variable in both sign and magnitude at the regional scale, and linked to the trend towards a positive Southern Annular Mode since 19573. Because the observed Southern Annular Mode trend is accompanied by a decrease in Antarctic Ice Sheet accumulation, changes in the strength and location of the circumpolar westerlies cannot explain the reconstructed increase, which may instead be related to stratospheric ozone depletion4. However, our results indicate that a warming atmosphere cannot be excluded as a dominant force in the underlying increase."
Natural variability of Southern Ocean convection as a driver of observed climate trends,https://www.nature.com/articles/s41558-018-0350-3,nature_articles/images_2018/Natural variability of Southern Ocean convection as a driver of observed climate trends.jpg,"Sea-ice expansion around Antarctica, and related surface cooling, is shown to be linked to natural long-term variability of Southern Ocean convection. Model simulations reproduce the observed trends, if they start from an active phase of convection.","Liping Zhang, Thomas L. Delworth, Xiaosong Yang",No publication date,Article,"Observed Southern Ocean surface cooling and sea-ice expansion over the past several decades are inconsistent with many historical simulations from climate models. Here we show that natural multidecadal variability involving Southern Ocean convection may have contributed strongly to the observed temperature and sea-ice trends. These observed trends are consistent with a particular phase of natural variability of the Southern Ocean as derived from climate model simulations. Ensembles of simulations are conducted starting from differing phases of this variability. The observed spatial pattern of trends is reproduced in simulations that start from an active phase of Southern Ocean convection. Simulations starting from a neutral phase do not reproduce the observed changes, similarly to the multimodel mean results of CMIP5 models. The long timescales associated with this natural variability show potential for skilful decadal prediction."
Climate-driven thresholds in reactive mineral retention of soil carbon at the global scale,https://www.nature.com/articles/s41558-018-0341-4,nature_articles/images_2018/Climate-driven thresholds in reactive mineral retention of soil carbon at the global scale.jpg,"Reactive mineral retention of carbon accounts for 3–72% of organic carbon found in mineral soil. In many biomes, the size of this fraction is determined by modest shifts in effective moisture, suggesting high sensitivity to climate change.","Marc G. Kramer, Oliver A. Chadwick",No publication date,Article,"Soil organic matter can release carbon dioxide to the atmosphere as the climate warms. Organic matter sorbed to reactive (iron- and aluminium-bearing) soil minerals is an important mechanism for long-term carbon storage. However, the global distribution of mineral-stored carbon across climate zones and consequently its overall contribution to the global soil carbon pool is poorly known. We measured carbon held by reactive minerals across a broad range of climates. Carbon retained by reactive minerals was found to contribute between 3 and 72% of organic carbon found in mineral soil, depending on mean annual precipitation and potential evapotranspiration. Globally, we estimate ~600 Gt of soil carbon is retained by reactive minerals, with most occurring in wet forested biomes. For many biomes, the fraction of organic carbon retained by reactive minerals is responsive to slight shifts in effective moisture, suggesting high sensitivity to future changes in climate."
Contrasting responses of autumn-leaf senescence to daytime and night-time warming,https://www.nature.com/articles/s41558-018-0346-z,nature_articles/images_2018/Contrasting responses of autumn-leaf senescence to daytime and night-time warming.jpg,Rising pre-season daytime and night-time temperatures have contrasting effects on the timing of autumn-leaf senescence date in the Northern Hemisphere. Diurnal differences in drought stress may be the underlying mechanism.,"Chaoyang Wu, Xiaoyue Wang, Quansheng Ge",No publication date,Letter,"Plant phenology is a sensitive indicator of climate change1,2,3,4and plays an important role in regulating carbon uptake by plants5,6,7. Previous studies have focused on spring leaf-out by daytime temperature and the onset of snow-melt time8,9, but the drivers controlling leaf senescence date (LSD) in autumn remain largely unknown10,11,12. Using long-term ground phenological records (14,536 time series since the 1900s) and satellite greenness observations dating back to the 1980s, we show that rising pre-season maximum daytime (Tday) and minimum night-time (Tnight) temperatures had contrasting effects on the timing of autumn LSD in the Northern Hemisphere (> 20° N). If higherTdayleads to an earlier or later LSD, an increase inTnightsystematically drives LSD to occur oppositely. Contrasting impacts of daytime and night-time warming on drought stress may be the underlying mechanism. Our LSD model considering these opposite effects improved autumn phenology modelling and predicted an overall earlier autumn LSD by the end of this century compared with traditional projections. These results challenge the notion of prolonged growth under higher autumn temperatures, suggesting instead that leaf senescence in the Northern Hemisphere will begin earlier than currently expected, causing a positive climate feedback."
Global predation pressure redistribution under future climate change,https://www.nature.com/articles/s41558-018-0347-y,nature_articles/images_2018/Global predation pressure redistribution under future climate change.jpg,A global experiment using model caterpillars shows that climate explains patterns of predation better than latitude or elevation alone. Predation pressure is found to be greater under higher temperatures and more stable climatic conditions.,"Gustavo Q. Romero, Thiago Gonçalves-Souza, Tomas Roslin",No publication date,Letter,"How climate affects biotic interactions is a question of urgent concern1,2,3. Theory predicts that biotic interactions are stronger at lower latitudes4,5,6. However, the role of climate in governing these patterns is typically assumed, rather than explicitly tested. Here, we dissected the influence of climatic descriptors on predation pressure using data from a global experiment with model caterpillars. We then used projections of future climate change to predict shifts in predation pressure. Climate, particularly components of temperature, explained latitudinal and elevational patterns of predation better than latitude or elevation by themselves. Projected predation pressure was greater under higher temperatures and more stable climates. Increased climatic instability projected for the near future predicts a general decrease in predation pressure over time. By identifying the current climatic drivers of global patterns in a key biotic interaction, we show how shifts in these drivers could alter the functioning of terrestrial ecosystems and their associated services."
An assessment of climate action by high-carbon global corporations,https://www.nature.com/articles/s41558-018-0343-2,nature_articles/images_2018/An assessment of climate action by high-carbon global corporations.jpg,Corporations are an important source of GHG emissions and an important climate-mitigation actor. An assessment of corporate climate action and systematic benchmarking against international targets is conducted for 138 companies in high-emitting sectors.,"Simon Dietz, Charles Fruitiere, Rory Sullivan",No publication date,Letter,"Corporations are an important source of GHG emissions1,2,3and important actors in mitigating climate change4. This paper presents and analyses a database of corporate climate action that provides an up-to-date assessment of companies’ carbon management practices, as well as systematically benchmarking companies’ emissions pathways against international targets. Our analysis covers 138 companies in 7 high-emitting sectors, accounting for 21% of emissions from all listed companies globally5. While most companies have implemented basic carbon management practices, we find that less than half of them have implemented more strategic practices. Further analysis indicates companies separate into those that hardly undertake any carbon management practices and those that undertake most. Perhaps surprisingly, most corporate emissions targets in our sample are aligned with the Paris Agreement goals, although most companies are yet to set quantified targets. Companies that have implemented more carbon management practices today are more likely to have set 2 °C-aligned targets. Carbon management and emissions performance are associated most strongly with where companies are headquartered and their size."
Polar amplification dominated by local forcing and feedbacks,https://www.nature.com/articles/s41558-018-0339-y,nature_articles/images_2018/Polar amplification dominated by local forcing and feedbacks.jpg,"Model simulations with CO2 forcing prescribed in discrete geographical regions reveal that polar amplification arises primarily due to local lapse-rate feedback, with ice-albedo and Planck feedbacks playing subsidiary roles.","Malte F. Stuecker, Cecilia M. Bitz, Fei-Fei Jin",No publication date,Letter,"The surface temperature response to greenhouse gas forcing displays a characteristic pattern of polar-amplified warming1,2,3,4,5, particularly in the Northern Hemisphere. However, the causes of this polar amplification are still debated. Some studies highlight the importance of surface-albedo feedback6,7,8, while others find larger contributions from longwave feedbacks4,9,10, with changes in atmospheric and oceanic heat transport also thought to play a role11,12,13,14,15,16. Here, we determine the causes of polar amplification using climate model simulations in which CO2forcing is prescribed in distinct geographical regions, with the linear sum of climate responses to regional forcings replicating the response to global forcing. The degree of polar amplification depends strongly on the location of CO2forcing. In particular, polar amplification is found to be dominated by forcing in the polar regions, specifically through positive local lapse-rate feedback, with ice-albedo and Planck feedbacks playing subsidiary roles. Extra-polar forcing is further shown to be conducive to polar warming, but given that it induces a largely uniform warming pattern through enhanced poleward heat transport, it contributes little to polar amplification. Therefore, understanding polar amplification requires primarily a better insight into local forcing and feedbacks rather than extra-polar processes."
